"Sr.No","Type","Name of the University","Address","Zip","state","Status"
"399","Private","Sikkim Manipal University","5th Mile Tadong, GangtokEast Sikkim","737102","Sikkim","2(f)"
"400","Private","Sikkim Professional University (Formerly Vinayaka Missions Sikkim University)","NH 31-A Tadong, Gangtok,East Sikkim","737 102","Sikkim","2(f)"
"401","Private","Sikkim Skill University","Namthang,Namthang Bazaar,South Sikkim,","737137","Sikkim","2(f)"
"402","Private","Silicon University","Silicon Hills, Patia, District- Khorda, Bhubaneswar","751024","Odisha","2(f)"
"403","Private","Silver Oak University","Nr. Bhavik Publications, Opp. Bhagwat Vidhyapith, S.G. Highway, Gota,Ahmedabad Gota,Ahmedabad","382481","Gujarat","2(f)"
"404","Private","Singhania University","Pacheri BariDistrict Jhunjhunu","333515","Rajasthan","2(f)"
"405","Private","Sir Padmapat Singhania University","Bhatewar, Udiapur","313 601","Rajasthan","2(f)"
"406","Private","Sister Nivedita University","DG-1/2, ACTION AREA-I, NEWTOWN, KOLKATARajarhatKolkata","700156","West Bengal","2(f)"
"407","Private","SKIPS University","Plot No. 411, Sanavad, Kalol, Gandhinagar","382721","Gujarat","2(f)"
"408","Private","Smt. Manjira Devi University","Hitanu Dhanari, Dunda, Uttarkashi","249151","Uttarakhand","2(f)"
"409","Private","Somaiya Vidyavihar University","Office of the Registrar, 101, AryaBhat Building, Somaiya Vidyavihar UniversityVidyavihar (East), Mumbai","400077","Maharashtra","2(f)"
"410","Private","Sona Devi University","Kitadih, PO & PS Ghatsila North Maubhandar, East Singhbhum","832303","Jharkhand","2(f)"
"411","Private","Sparsh Himalaya University","Headquarter Fatehpur Tanda, Jeevanwala, Via Doiwala, Dehradun","248140","Uttarakhand","2(f)"
"412","Private","Spicer Adventist University","Aundh Road,Ganeshkhind Post,Pune","411007","Maharashtra","2(f)"
"413","Private","Sreenidhi University","Yamnampet (Village), Ghatkesar (Mandal), Medchal-Malkajgiri District, Hyderabad","501301","Telangana","2(f)"
"414","Private","Sri Aurobindo University","SAIMS Campus,Indore-Ujjain State Highway,Near MR-10 Crossing, Sanwer Road, Indore","453555","Madhya Pradesh","2(f)"
"415","Private","Sri Balaji University, Pune","SNo.55/2-7,Tathawade, off Mumbai-Banglore BypassPune","411033","Maharashtra","2(f)"
"416","Private","Sri Guru Granth Sahib World University","Fatehgarh Sahib","140 406","Punjab","2(f)"
"417","Private","Sri Guru Ram Das University of Health Sciences","Sri Guru Ram Das University of Health Sciences, Mehta Road, VallahSri Amritsar","143501","Punjab","2(f)"
"418","Private","Sri Jagadhguru Murugarajendra University","SJM Camus,Chitradurga","577502","Karnataka","2(f)"
"419","Private","Sri Sai University","Sungal, P.O.: TaragarhPalampur","176081","Himachal Pradesh","2(f)"
"420","Private","Sri Sathya Sai University for Human Excellence","Sri Sathya Sai Vidyaniketanam Campus,Navanihala, Post-Okali,Taluk-Kamalpur, Dist- Kalburagi","585313","Karnataka","2(f)"
"421","Private","Sri Satya Sai University of Technology & Medical Sciences","Opp.Oilfed Plant, Bhopal-Indore Road, Sehore (M.P)Opposite Pachama Oil Fed PlantPachama Sehore","466001","Madhya Pradesh","2(f)"
"422","Private","Sri Sri University","Ward No – 3, Sandhapur, Godi Sahi, Cuttack Vidhayadharpur, Odisha 754006Godi Sahi, Ward No. 3 Cuttack Odisha.","754006","Odisha","2(f) & 12(B)"
"423","Private","Srinath University","Dindli, AdityapurJamshedpur","831013","Jharkhand","2(f)"
"424","Private","Srinivas University","Srinivas Nagar, Mukka, MangaloreCampus, Srinivas Nagar, Mukka, SurathkalMangalore","574146","Karnataka","2(f)"
"425","Private","SRM University","Plot No - 39, Rajiv Gandhi Education City, Post office - P.SRai,Sonepat","131029","Haryana","2(f)"
"426","Private","SRM University","Neerukonda Post, Mangalagiri Mandal, Gantur District","522240","Andhra Pradesh","2(f)"
"427","Private","St. Joseph University","Virgin Town, Khekiho-Zhimomi RoadIkishe Model Village,Ps- Diphupar, Dimapur","797115","Nagaland","2(f)"
"428","Private","St. Joseph's University","P O Box 27094, #36, Lalbagh RoadBengaluru","560027","Karnataka","2(f)"
"429","Private","St. Xavier's University, Kolkata","Action Area III-B, Newtown, Kolkata, West BengalAction Area IIIB,P.S. New Town, Kolkata","700160","West Bengal","2(f)"
"430","Private","Starex University","NH-8, Vill., Binola, P.O. Bhorakalan, Gurugram","122413","Haryana","2(f)"
"431","Private","Sunrise University","Bagad Rajput Tech. Ramgarh, Alwar Rajasthan","","Rajasthan","2(f)"
"432","Private","Surajmal University","Sirauli, Kichha,Udham Singh Nagar","263148","Uttarakhand","2(f)"
"433","Private","Surendranagar University","Shree Pandit Nathulalji Vyas Technical CampusSurendranagar- Ahmedabad HighwayNear Kothariya Village,At Wadhwan","363030","Gujarat","2(f)"
"434","Private","Suresh Gyan Vihar University","MAHAL, JAGATPURA, JAIPURJaipur","302017","Rajasthan","2(f)"
"435","Private","Sushant University (Formerly Ansal University)","Sec 55 Golf Course Road GurugramSector 55, Golf Course Road,Gurugram","122003","Haryana","2(f)"
"436","Private","Swami Rama Himalayan University","Swami Ram Nagar, Jolly Grant,  Dehradun,  Uttarakhand, PO-Doiwala, Dehradun","248016","Uttarakhand","2(f)"
"437","Private","Swami Vivekanand University","N.H.26, Narsingpur Road, SironjaSagar","470 228","Madhya Pradesh","2(f)"
"438","Private","Swami Vivekananda Subharti University","Subhartipuram, NH-58, Delhi-Haridwar Bypass Road, Meerut, Uttar PradeshBypass Road, Meerut","250005","Uttar Pradesh","2(f)"
"439","Private","Swami Vivekananda University","Sewli, Telinipara, Bara Kanthalia, Barasat - Barrackpore Rd., Kolkata, West BengalNorth 24 Paraganas, Barrackpore, Kolkata","700121","West Bengal","2(f)"
"440","Private","Swaminarayan University","Shree Swaminarayan Vishvamangal GurukulAhmedabad-Nehsana HighwayAT & PO- Saij, Tehsil -Kalol, Dist.:,Gandhinagar","382725","Gujarat","2(f)"
"441","Private","Swarnim Startup & Innovation University","Bhoyan Rathod, GandhinagarOpp. IFFCO,Adalaj-Sertha Road, Gandhinagar","382420","Gujarat","2(f)"
"442","Private","Symbiosis Skills and Professional University (Formerly Symbiosis Skill and Open University)","Kiwale, Adjoining Pune Mumbai Expressway, Pune - 412 101Adjoining Pune Mumbai Expressway,Tal- Havely, Pune","412101","Maharashtra","2(f)"
"443","Private","Symbiosis University of Applied Sciences (SUAS)","Symbiosis University of Applied Sciences, Bada Bangarda, Super Corridor, Near Airport, IndoreSuper Corridor,Indore","453112","Madhya Pradesh","2(f)"
"444","Private","T. S. Mishra University","17/9, Windsor Place, Behind Yojna Bhawan, Lucknow","226008","Uttar Pradesh","2(f)"
"445","Private","Tantia University","Near RIICO Bus StandHanumangarh RoadSri Ganganagar","335002","Rajasthan","2(f)"
"446","Private","Team Lease Skills University","Tarsali-Vadodara RoadTarsali Bypass, Vadodara","390 009","Gujarat","2(f)"
"447","Private","Techno Global University","Lateri RoadSirouj (Near Gosala)Distt. Vidisha","464228","Madhya Pradesh","2(f)"
"448","Private","Techno India University","Maheshkhola, Village Anandanagar, PS- Amtali, dist-West Tripura,","799004","Tripura","2(f)"
"449","Private","Techno India University","EM 4, Sector V, Salt Lake, Kolkata-700091Salt LakeKolkata","700091","West Bengal","2(f)"
"450","Private","Teerthanker Mahaveer University","N.H.-24, Delhi Road, Moradabad - 244001, Uttar Pradesh","244001","Uttar Pradesh","2(f) & 12(B)"
"451","Private","The Apollo University","The Apollo Knoledge City, Saketa, Murukambattu, Chittoor","517127","Andhra Pradesh","2(f)"
"452","Private","The Aryavart International University","Tilthal, Dharmanagar, North Tripura","799260","Tripura","2(f)"
"453","Private","The Assam Kaziranga University","Jorhat, Assam","785006","Assam","2(f)"
"454","Private","The Assam Royal Global University","Betkuchi, Opp Tirupati Balaji Temple, Guwahati","781035","Assam","2(f)"
"455","Private","The Charutar Vidya Mandal(CVM) University","Besides BVM College, Vallabh Vidyanagar, Distt.- Anand","388120","Gujarat","2(f)"
"456","Private","The Dhamma Dipa International Buddhist University","P.O. Bishnupur, Manu Bankul, Sabroom, South Tripura","799145","Tripura","2(f)"
"457","Private","The Global Open University","Sodzulhou Village, PO-ARTC, NH-39, Dimapur, NagalandSodzulhou Village, PO-ARTCNH-29, Dimapur","797115","Nagaland","2(f)"
"458","Private","The Global University","Hollongi, Itanagar, Distt-Papum Pare","791111","Arunachal Pradesh","2(f)"
"459","Private","The Glocal University","Delhi Yamunotri Marg, State Highway 57, Mirzapur Pole, District Saharanpur, Uttar PradeshMirzapur Pole, SaharanpurUttar Pradesh","247121","Uttar Pradesh","2(f) & 12(B)"
"460","Private","The ICFAI University","The ICFAI University, Dehradun Rajawala Road, Central Hope Town, Selaqui, Dehradun , UttarakhandSelaqui,Dehradun","248011","Uttarakhand","2(f)"
"461","Private","The ICFAI University","Agartala -Simna Road,PO: Kamalghat,West Tripura","799210","Tripura","2(f)"
"462","Private","The ICFAI University Sikkim","(ICFAI), Sikkim, Ranka Road, Lower Sichey, Gangtok","737101","Sikkim","2(f)"
"463","Private","The Institute of Chartered Financial Analysts of India University","Durtlang North, AizawlMizoram","796015","Mizoram","2(f)"
"464","Private","The Institute of Chartered Financial Analysts of India University","Phawa Ville, Dhankheti Circular Rd,Tura BazarShillong","793001","Meghalaya","2(f)"
"465","Private","The Institute of Chartered Financial Analysts of India University","Plot No. 2065, Daladali Chowk, Simalia, Near Ring Road, Ranchi-835222, JharkhandRanchi","835222","Jharkhand","2(f)"
"466","Private","The Neotia University","Jhinga, Sarisa,D.H.Road24 Parganas(S)","743368","West Bengal","2(f)"
"467","Private","The Northcap University ( Formerly ITM University)","The NothCap University, Sector 23A, Gurugram","122017","Haryana","2(f) & 12(B)"
"468","Private","The University of Trans-Disciplinary Health Sciences and Technology","74/2, Jarakabande Kaval,Yelahanka, Via Attur PostBanglore","560064","Karnataka","2(f)"
"469","Private","Transstadia University","Opposite Kankaria Gate No.-3KankariaAhmedabad","380022","Gujarat","2(f)"
"470","Private","UKA Tarsadia University","Maliba Campus, Gopal Vidyanagar Baroli-Mahuva Road Dist. Surat, Gujarat","394 350","Gujarat","2(f)"
"471","Private","United University","Rawatpur, Prayagraj","211012","Uttar Pradesh","2(f)"
"472","Private","Universal Ai University","Village Kushival, Kushinili, Taluka Karjat","410021","Maharashtra","2(f)"
"473","Private","University of Engineering & Management","Jaipur, Rajasthan","","Rajasthan","2(f)"
"474","Private","University of Engineering and Management","UNIVERSITY AREA, PLOT NO. III – B/5, NEW TOWN, ACTION AREA – III, KOLKATA – 700 160, KOLKATA, KOLKATA, West Bengal, 700160Main Arterial Road (East-West),New town, Action Area-III, Kolkata","700160","West Bengal","2(f)"
"475","Private","University of Patanjali","Mahrish Dayanad Gram,Delhi HaridwarNational Highway, Near BahadrabadHaridwar","","Uttarakhand","2(f)"
"476","Private","University of Petroleum and Energy Studies","Energy Acres Bidholi Via Prem Nagar, Dehradun, UttarakhandDehradun","248007","Uttarakhand","2(f)"
"477","Private","University of Science & Technology, Meghalaya","Techno City,Kling Road 9th Mile, BariduaDist. Ri-Bhoi","793101","Meghalaya","2(f)"
"478","Private","University of Technology","Vatika,Tehsil-Sanganer,Jaipur","","Rajasthan","2(f)"
"479","Private","UPL University of Sustainable Technology","Block No. 402, At & PO, Vataria, Taluka Valia,District Bharuch","","Gujarat","2(f)"
"480","Private","Usha Martin University","Ranchi Purulia Road, Vill.- Narayan Soso, Nera Angara Block Office, Anagar, Ranchi, JharkhandRanchi Khunti Road,NH-75, Ranchi","835103","Jharkhand","2(f)"
"481","Private","Uttaranchal University","Arcadia GrantP.O. ChandanwariPrem Nagar, Dehradun","248007","Uttarakhand","2(f) & 12(B)"
"482","Private","Vanita Vishram Women's University","Jawaharlal Nehru Marg,  Athwa Gate, Surat","395001","Gujarat","2(f)"
"483","Private","Varun Arjun University","NH-24, Banthra, Dist. Shahjahanpur","242307","Uttar Pradesh","2(f)"
"484","Private","Venkateshwara Open University","Lekhi Village, Naharlagun, Distt. Papum Pare","791110","Arunachal Pradesh","2(f)"
"485","Private","Vidhyadeep University","Anita (Kim), Tal Olpad, District Surat","394110","Gujarat","2(f)"
"486","Private","Vidyashilp University","No. 125, Bettenahalli,Kundana Hobli, Chapparkallu Road,Bengaluru","562110","Karnataka","2(f)"
"487","Private","Vijaybhoomi University","CAMPUS : VILLAGE JAMRUNG, TEHSIL KARJAT, DISTRICT RAIGAD, MAHARASHTRATaluka Karjat,Dist Raigad","410201","Maharashtra","2(f)"
"488","Private","Vikrant University","Village- Ratwai,Chitora RoadBada GaonMorar","474009","Madhya Pradesh","2(f)"
"489","Private","Vishwakarma University","Survey No 2,3,4 Laxminagar, Kondhwa (Bk.) Pune Laxmi NagarKondhwa Budruk, Pune","411048","Maharashtra","2(f)"
"490","Private","VIT Bhopal University","Bhopal-Indore Highway, Kothrikalan, SehoreKothrikalan, Sehore,Bhopal","466114","Madhya Pradesh","2(f)"
"491","Private","VIT-AP University","Ainavolu Village, Thullur Mandalam, Amaravati, Guntur","522237","Andhra Pradesh","2(f)"
"492","Private","Vivekananda Global University","Sector 36, Sisyawas, NRI RoadJagatpura Jaipur","303 012","Rajasthan","2(f)"
"493","Private","William Carey University","Nongmensong, Umkdait, Near Border Roads Organisatio, Shillong - 793019, Meghalaya - IndiaUmkdait,Shillong","793019","Meghalaya","2(f)"
"494","Private","World University Of Design","Plot no 1, Rajiv Gandhi Education City, Rai, Sonepat, Haryana","131029","Haryana","2(f)"
"495","Private","Woxsen University","Woxsen Campus,Kamkole,Sadasivpet, Medak District","","Telangana","2(f)"
"496","Private","XIM university","Plot No:12(A) Nijigada Kurki  Harirajpur  Dist-Puri Odisha, India","752050","Odisha","2(f) & 12(B)"
"497","Private","YBN University","Rajaulatu, Namkum, Ranchi-10 Ranchi","834010","Jharkhand","2(f)"
