id,institution_type,name,address,postal_code,state,status,source_file,Name of the college,Affiliated To University,College address,District,State,Year of Estb.,Teaching Upto,Govt or Non Govt,Aided or Unaided,unique_id,latitude,longitude,address_quality,geocoding_priority
90.0,Private,Chitkara  University,"Chandigarh-Patiala National Highway, Village age Jhansla, Tehsil sil Rajpura, District rict PatialaNH-64, JhansalaV, Rajpura PatialaNULL, District nan, Punjab",140401,Punjab,2(f),Private Uni.csv,,,,,,,,,,Private_284,,,80,2
91.0,Private,Chitkara University,"HIMUDA Education HubPIN: jore-Barotiwala Highway NH_21ASolan, District nan, Himachal Pradesh",,Himachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_285,,,80,2
92.0,Private,CMJ University,"GS road, Jorabat, Right-bhoi district, meghalayaRi-Bhoi District rictMeghalay, District nan",793101,Meghalaya,2(f),Private Uni.csv,,,,,,,,,,Private_286,,,60,3
93.0,Private,CMR University,"2, 3rd C Cross, 6th A Main, HEBR Layout, Kalyananagar, BangaloreIInd Block, HRBR Layout, Kalyan Nagar, Bangolare, Karnataka",560043,Karnataka,2(f),Private Uni.csv,,,,,,,,,,Private_287,,,60,3
94.0,Private,"COER University, Roorkee","7KM. on Roorkee -Haridwar Road, Vardhmanpuram, Roorkee, District nan, Uttarakhand",247667,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_288,,,80,2
95.0,Private,CT University,"VPO-SIDHWAN KHURD, CHOWKI MANN, TEHSIL-JAGRAON, LUDHIANALudhiana, District nan, Punjab",142024,Punjab,2(f),Private Uni.csv,,,,,,,,,,Private_289,,,80,2
96.0,Private,D Y Patil International University,"Sector No. 29, Pradhikaran, Akurdi, PuneAkurdi, Pune, District nan, Maharashtra",411044,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_290,,,80,2
97.0,Private,D. Y. Patil  Agriculture and Technical University,"Taluka sandeKolhapur, District nan, Maharashtra",416112,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_291,,,80,2
98.0,Private,D. Y. Patil University,"Sr No 124 126, Ambi, Taluka -Maval, MIDC Road, Taluka egaon Dabhade, Pune, District nan, Maharashtra",410507,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_292,,,80,2
99.0,Private,D.A.V University,"Village age Sarmastpur, Jalandhar-Pathankot National Highway, JalandharSamastpur Village age, Jalandhar, India, District nan, Punjab",144012,Punjab,2(f),Private Uni.csv,,,,,,,,,,Private_293,,,80,2
100.0,Private,Darshan University,"Rajkot-Morbi Highway, District t. Rajkot, District nan, Gujarat",363650,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_294,,,80,2
101.0,Private,Dayananda Sagar University,"Innovation Campus, Hosur Main Road, Kudlu Gate, BangaloreKumaraswamy Layout, BangloreKarnataka, District nan",560114,Karnataka,2(f),Private Uni.csv,,,,,,,,,,Private_295,,,80,2
102.0,Private,DBS Global University,"122 MI, Behind Pharma City, Selaqui, Dehradun, District nan, Uttarakhand",248011,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_296,,,80,2
103.0,Private,DES Pune University,"Pune Mukunddas Lohia Academic Complex, BMCC, Shivaninagar, Taluka uka-Haveli, Pune, District nan, Maharashtra",411004,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_297,,,80,2
104.0,Private,Desh Bhagat University,"Desh Bhagat University, Village age Saunti, Tehsil sil Amloh, District rict Fatehgarh Sahib, Punjab Mandi Gobindgarh Pb., PIN: 147203, District nan",147203,Punjab,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_298,,,100,1
105.0,Private,Dev Bhoomi Uttarakhand University,"Navgaon, ManduwalaDehradun, District nan, Uttarakhand",,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_299,,,80,2
106.0,Private,Dev Sanskriti Vishwavidyalaya,"Village age Sankra Kumhari, District rict Durg, District nan, Chhattisgarh",490042,Chhattisgarh,2(f),Private Uni.csv,,,,,,,,,,Private_300,,,80,2
107.0,Private,Dev Sanskriti Vishwavidyalaya,"Gayatrikunj, Shantikunj, Haridwar, District nan, Uttarakhand",249411,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_301,,,80,2
108.0,Private,Dhanalakshmi Srinivasan University,"SamayapuramTiruchirapalli, District nan, Tamil Nadu",621112,Tamil Nadu,2(f),Private Uni.csv,,,,,,,,,,Private_302,,,80,2
109.0,Private,Dhirubhai Ambani University,"DAIICT, Near Indroda Circle, Gandhinagar, District nan, Gujarat",382007,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_303,,,80,2
110.0,Private,DIT University,"Mussoorie Diversion Road, Makkawala, Post Office Bhagwantpur, Dehradun, UttarakhandMakkawala, Dehradun, District nan",,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_304,,,80,2
111.0,Private,Dr C V Raman University,"village post CHHAIGAON MAKHAN, District -KhandwaPost-Chhaigaon MakhanKhandwa, District nan, Madhya Pradesh",450771,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_305,,,80,2
112.0,Private,Dr C. V. Raman University,"Block-Bhagwanpur, NH-77, District t.- Vaishali, District nan, Bihar",844114,Bihar,2(f),Private Uni.csv,,,,,,,,,,Private_306,,,80,2
113.0,Private,Dr K N Modi University,"NewaiArea ph-II, Post Box No.01, Newai, District t. Tonk, Rajasthan, District nan",304021,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_307,,,80,2
114.0,Private,Dr. A.P.J Abdul Kalam University,"Indore Dewas Bypass, Arandia, IndoreVillage- Arandia, Post- Jhalaria, Indore, District nan, Madhya Pradesh",452016,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_308,,,80,2
115.0,Private,Dr. C.V. Raman University,"Kargi Road Kota, Bilaspur, District t. Bilaspur, District nan, Chhattisgarh",495113,Chhattisgarh,2(f),Private Uni.csv,,,,,,,,,,Private_309,,,80,2
116.0,Private,Dr. D.Y. Patil Dnyan Prasad,"Sant Tukaram Nagar, Pimpri Chinchwad, Survey Nos. 18021 and 18022, Taluka uka Haveli, Pune, District nan, Maharashtra",411018,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_310,,,80,2
117.0,Private,Dr. P. A. Inamdar University,"K. B. Hidayatullah Road, Azam Campus, Camp, Pune, District nan, Maharashtra",411001,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_311,,,80,2
118.0,Private,Dr. Preeti Global University,"Gram Dinara, Tehsil Karera, District rict-Shivpuri, District nan, Madhya Pradesh",473665,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_312,,,80,2
119.0,Private,Dr. Subhash University,"Dr. Subhash Road, Junagadh, District nan, Gujarat",362001,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_313,,,80,2
120.0,Private,Dr. Vishwanath Karad MIT World Peace University,"S.no.-124, Paud Road, Kothrud, Pune, District nan, Maharashtra",411038,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_314,,,80,2
121.0,Private,DRIEMS University,"Kairapari, Post Office Kotsahi, Tehsil sil Tangi, District rict Cuttack, Odisha, District nan",754022,Odisha,2(f),Private Uni.csv,,,,,,,,,,Private_315,,,80,2
122.0,Private,Drs. Kiran & Pallavi Patel Global University (KPGU),"Krishna Edu Campus, Varnama, Vadodara, District nan, Gujarat",391243,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_316,,,80,2
123.0,Private,Durga Soren University,"Shivam Trust, Bompass Town, Deoghar, District nan, Jharkhand",814114,Jharkhand,2(f),Private Uni.csv,,,,,,,,,,Private_317,,,80,2
124.0,Private,Eklavya University,"Ojaswini Nagar, Sagar Road, Damoh, District nan, Madhya Pradesh",,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_318,,,80,2
125.0,Private,Era University,"SARFARAZGANJ, HARDOI ROAD, LUCKNOWHardoi RoadLucknow, District nan, Uttar Pradesh",226003,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_319,,,80,2
126.0,Private,Eternal University,"Eternal Unviersity, Baru Sahib, District rict- Sirmour H.P., District nan, Himachal Pradesh",173101,Himachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_320,,,80,2
127.0,Private,F.S. University,"NH-19, Near Balaji Mandir, Shikohabad, District Firozabad, District nan, Uttar Pradesh",,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_321,,,80,2
128.0,Private,Flame University,"GAT No. 1270Village LavaleTaluka Mulshi, Pune, District nan, Maharashtra",411042,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_322,,,80,2
129.0,Private,Future University,"Bareilly-Lucknow Road, Near Faridpur, Bareilly, District nan, Uttar Pradesh",243503,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_323,,,80,2
130.0,Private,G L A University,"Campus 17 Km Stone NH2, Delhi Mathura Highway, Po-Chaumuhan, Mathura. Off-campus Plot No. 15 A, Knowledge Park-2, Greater Noida, Gautam Buddha Nagar UGC Approved, District nan, Uttar Pradesh",281406,Uttar Pradesh,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_324,,,80,2
131.0,Private,G. D. Goenka University,"G. D. Goenka Education City, Sohna, Gurugram Road, Delhi-NCR, Haryana-, IndiaSohna Gurgaon RoadSohna, Haryana, PIN: 122103, District nan",122103,Haryana,2(f),Private Uni.csv,,,,,,,,,,Private_325,,,100,1
132.0,Private,G. M. University,"Karur Village age, Kasaba Hobli, Davanagere District rict, District nan, Karnataka",577006,Karnataka,2(f),Private Uni.csv,,,,,,,,,,Private_326,,,80,2
133.0,Private,G. S. University,"NH-9, Pilkhuwa, District Hapur, District nan, Uttar Pradesh",245304,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_327,,,80,2
134.0,Private,G.H Raisoni University,"Dhoda Borgaon, Village age Saikheda, Tah Sausar, District ChhindwaraM.P Tah-Saunsar, District -Chhindwara, District nan, Madhya Pradesh",480334,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_328,,,80,2
135.0,Private,G.H.Raisoni University,"Anjangaon Bari Road, Amravati MaharashtraBari Road, Amravat, District nan",444701,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_329,,,80,2
136.0,Private,G.L.S. University,"GLS Campus, Opp. Law Garden, Ellisbridge, AhmedabadOpp. Law GardenEllisbridge, Ahmedabad, District nan, Gujarat",380006,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_330,,,80,2
137.0,Private,Galgotias University,"PLOT NO 2, SECTOR 17 A, YAMUNA EXPRESSWAY GREATER NOIDA UTTAR PRDAESHYamuna Expressway Gautam Budh Nagar, District nan, Uttar Pradesh",203201,Uttar Pradesh,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_331,,,80,2
138.0,Private,Gandhi Institute of Engineering and Technology University Odisha,"Gunupur, District t. Rayagada, Odisha, District nan",765022,Odisha,2(f),Private Uni.csv,,,,,,,,,,Private_332,,,80,2
139.0,Private,Gandhinagar University,"Village age Moti Bhoyan, Khatraj-Kalol Road, Gandhinagar, District nan, Gujarat",382721,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_333,,,80,2
140.0,Private,Ganpat University,"Ganpat Vidyanagar, MehsanaGoazaria HighwayDistrict Mehsana, District nan, Gujarat",,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_334,,,80,2
141.0,Private,Garden City University,"GCC House, 340, 5th Main, Indiranagar Double Road, 1st Stage, Indiranagar, Banglore, District nan, Karnataka",560038,Karnataka,2(f),Private Uni.csv,,,,,,,,,,Private_335,,,80,2
142.0,Private,Geeta University,"NH-71A, NaulthaPanipat, District nan, Haryana",132145,Haryana,2(f),Private Uni.csv,,,,,,,,,,Private_336,,,80,2
143.0,Private,Geetanjali University,"Geetanjali Medicity, Hiran Magri Extension, District nan, Rajasthan",313002,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_337,,,80,2
144.0,Private,Girijananda Chowdhury University,"Hathkhowapara, Azara, Guwahati, District rict-Kamrup Metro, District nan, Assam",781017,Assam,2(f),Private Uni.csv,,,,,,,,,,Private_338,,,80,2
145.0,Private,GNA University,"Sri Hargobindgarh, Phagwara-Hoshiarpur Road, Phagwara, District t. Kapurthala, District nan, Punjab",144401,Punjab,2(f),Private Uni.csv,,,,,,,,,,Private_339,,,80,2
146.0,Private,Gokul Global University,"GOKUL GLOBAL UNIVERSITY, NEAR SUJANPUR PATIA, OPPOSITE IOC DEPOT, STATE HIGHWAY-41, SIDDHPUR-384151Near G. R. S. L., Sujanpur PatiaSidhpur, District - Patan, PIN: 384151, District nan, Gujarat",384151,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_340,,,100,1
147.0,Private,Gopal Narayan Singh University,"Jamuhar, Post Office -Jamuhar, District -Rohtas, District nan, Bihar",821305,Bihar,2(f),Private Uni.csv,,,,,,,,,,Private_341,,,80,2
148.0,Private,Graphic Era Hill University,"510, Society Area, Clement TownDehradun Main campus at Dehradun, Second campus at Garhwal Region Belkhet Gram, District rict Pauri Garwal and Third campus at Bhimtal Area of District rict Nanital, Dehradun Uttarakhand",248002,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_342,,,80,2
149.0,Private,GSFC University,"Vigyan BhavanPO FertilizernagarDist. Vadodara, District nan, Gujarat",391750,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_343,,,80,2
150.0,Private,Gujarat Maritime University,"Sagar Bhavan, Ground Floor, Sector-10-A, Opp. Air Force Centre, CHH Road, Gandhinagar, District nan, Gujarat",382010,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_344,,,80,2
151.0,Private,Guru Kashi University,"Sardugah Road, Taluka wandi saboBathinda, Punjab, District nan",151302,Punjab,2(f),Private Uni.csv,,,,,,,,,,Private_345,,,80,2
152.0,Private,Guru Nanak University,"Ibrahimpatnam, Ranga Reddy District rict, Hyderabad, District nan, Telangana",501506,Telangana,2(f),Private Uni.csv,,,,,,,,,,Private_346,,,80,2
153.0,Private,Gyanmanjari Innovative University,"Survey No. 30, Sidsar Road, Bhavnagar, District nan, Gujarat",364060,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_347,,,80,2
154.0,Private,Gyanodaya University,"Village age- SuwakhedaDistrict-NeemuchMadhya Pradesh, District nan",458441,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_348,,,80,2
155.0,Private,Gyanveer University,"Village age- Maa-Emliya, Ph-20, Block-Rahatgarh, Sagar, District nan, Madhya Pradesh",470115,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_349,,,80,2
156.0,Private,Haridwar University,"5th KM, Roorkee-Haridwar Canal Road, Village age-Bajuheri, Roorkee, District nan, Uttarakhand",247667,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_350,,,80,2
157.0,Private,Himalayan University,"401, Takar Complex, Nahalagun, District nan, Arunachal Pradesh",791110,Arunachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_351,,,80,2
158.0,Private,Homoeopathy University,"Saipura, SanganerJaipur, District nan, Rajasthan",302029,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_352,,,80,2
159.0,Private,HRIT University,"8th Km Stone, Delhi-Meerut Road, HRIT Campus, Ghaziabad, District nan, Uttar Pradesh",201003,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_353,,,80,2
160.0,Private,I.E.C. (India Education Centre) University,"Baddi, SolanHimachal Pradesh, District nan",,Himachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_354,,,80,2
161.0,Private,I.E.S. University,"IES Campus Ratibad Main RoadBhopal, District nan, Madhya Pradesh",462044,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_355,,,80,2
162.0,Private,ICFAI University,"Khasra No. 5051 Village age Jamdoli, Agra Road Jaipur-302 031 RajasthanVillage Jamdoli, Agra Road Jaipur, District nan",302031,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_356,,,80,2
163.0,Private,ICFAI University,"Plot no. 5 Atal Shiksha Kunj Village age kalujhanda P.o Mandhal tel Baddi District t. Solan H.P, District nan, Himachal Pradesh",174103,Himachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_357,,,80,2
164.0,Private,ICFAI University,"KUMHARI, District nan, Chhattisgarh",490042,Chhattisgarh,2(f),Private Uni.csv,,,,,,,,,,Private_358,,,80,2
165.0,Private,ICFAI University,"6th Mile, Sovima Village ageKohima Road, Dimapur, District nan, Nagaland",797112,Nagaland,2(f),Private Uni.csv,,,,,,,,,,Private_359,,,80,2
166.0,Private,IFTM University,"Lodhipur Rajpur, Delhi Road, Moradabad UPMoradabad-244 102, District nan, Uttar Pradesh",244102,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_360,,,80,2
167.0,Private,IIHMR University,"1, Prabhu Dayal Marg, Near Sanganer Airport, JaipurNear Sanganer AirportJaipur, District nan, Rajasthan",302029,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_361,,,80,2
168.0,Private,IILM University,"Plot No. 16-18Knowledge park-II, Greater Noida, District nan, Uttar Pradesh",201308,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_362,,,80,2
169.0,Private,IILM University,"IILM University, 1, Knowledge Centre, Golf Course Road, Sector-53, Gurugram-Haryana-122003Golf course RoadSector-53, Gurugram, PIN: 122003, District nan",122003,Haryana,2(f),Private Uni.csv,,,,,,,,,,Private_363,,,100,1
170.0,Private,IIMT University,"O Pocket, Ganga Nagar, Mawana Road, MeerutMawana RoadMeerut, District nan, Uttar Pradesh",245101,Uttar Pradesh,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_364,,,80,2
171.0,Private,IMS Unison University,"Makkawala Greens, Mussorie Diversion Road, Dehradun, District nan, Uttarakhand",248009,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_365,,,80,2
172.0,Private,India International University of Legal Education and Research,"Upasnagar, sancoale, Airport Road, South Goa, District nan",403710,Goa,2(f),Private Uni.csv,,,,,,,,,,Private_366,,,80,2
173.0,Private,Indian Institute of Public Health,"Opposite Air-Force Headquarters GandhinagarNear Lekawada Bus Stop, Gandhinagar-Chiloda roadCRPF, P. O. Lekawada, Gandhinagar, District nan, Gujarat",382042,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_367,,,80,2
174.0,Private,Indira Gandhi Technological and Medical Science University,"Ziro, Lower Subansiri, District nan, Arunachal Pradesh",791120,Arunachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_368,,,80,2
175.0,Private,Indrashil University,"ON Ahmedabad-Mahesana Highway, Take Left from Kalapi Hotel, Near Chhatral, Kadi, GIDC, Rajpur, Taluka ukaKadi, District -Mehsana, District nan, Gujarat",382715,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_369,,,80,2
176.0,Private,Indus International Uniersity,"V.Post Office BathuTehsil HaroliDistt. Una, District nan, Himachal Pradesh",174301,Himachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_370,,,80,2
177.0,Private,Indus University,"Village Rancharda, Via Shilaj, AhmedabadRancharda, Via-ThaltejAhmedabad, District nan, Gujarat",382115,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_371,,,80,2
178.0,Private,Institute of Advanced Research,"nstitute of Advanced Research, Koba Institutional Area, GandhinagarKoba, Gandhinagar, District nan, Gujarat",382426,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_372,,,80,2
179.0,Private,Integral University,"Integral University, Dasauli, Kursi Road, LucknowLucknow, District nan, Uttar Pradesh",226026,Uttar Pradesh,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_373,,,80,2
180.0,Private,Invertis University,"Invertis Village age, Bareily-LucknowNational Highway -24, Bareily, U.P.NULL, District nan, Uttar Pradesh",,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_374,,,80,2
181.0,Private,ISBM University,"Village -Nawapara Kosmi Block, Tehsil sil-Chhura, District -Gariyaband, District nan, Chhattisgarh",493996,Chhattisgarh,2(f),Private Uni.csv,,,,,,,,,,Private_375,,,80,2
182.0,Private,ITM (SLS) Baroda University,"VILLAGE PALDI, NEAR JAROD, VADODARA HALOL HIGHWAY TAL WAGHODIA, DIST VADODARANear Jarod, Vododara-Halol Highwary, Vadodara, District nan, Gujarat",391510,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_376,,,80,2
183.0,Private,ITM Skills University,"Plot 24 and 25, Institutional Area, Kharghar, Navi Mumbai, District nan, Maharashtra",410210,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_377,,,80,2
184.0,Private,ITM University,"Uparwara, Tehsil - AbhanpurNaya Raipur, District t. Raipur, District nan, Chhattisgarh",,Chhattisgarh,2(f),Private Uni.csv,,,,,,,,,,Private_378,,,80,2
185.0,Private,ITM University,"Opp. Sithouli Rly. StationNH-75, Jhansi RoadGwalior, District nan, Madhya Pradesh",474001,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_379,,,80,2
186.0,Private,ITM Vocational University,"Plot 6512, Ajwa Nimeta Road, Raval, Taluka uka, Vagodia, District rict - Vadodara, Gujarat.Nimeta Road, Raaval Taluka ukaWaghodia, Vadodara, District nan",391760,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_380,,,80,2
187.0,Private,J. N. C. T professional University,"New Chouksey Nagar, Lambakheda, Berasia Road, Bhopal, District nan, Madhya Pradesh",462038,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_381,,,80,2
188.0,Private,J.E.C.R.C  University,"Plot No.IS-2036 to 2039, Ramchandrapura Industrial Area, Vidhani, Sitapura Extn, JaipurRamchandrapura, Sitapura Industrial Area ExtnNear Mahatma Gandhi Hospital, Vidhani Village age, Jaipur, District nan, Rajasthan",303905,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_382,,,80,2
189.0,Private,J.G. University,"Uvarsad, District t- Gandhinagar, District nan, Gujarat",,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_383,,,80,2
190.0,Private,J.S. University,"5KM MAINPURI ROAD SHIKOHABADFirozabadUttar pradesh, District nan",283135,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_384,,,60,3
191.0,Private,Jagan Nath University,"State Highway 22, Bahadurgarh-Jhajjar Road, Jhajjar, District nan, Haryana",124507,Haryana,2(f),Private Uni.csv,,,,,,,,,,Private_385,,,80,2
192.0,Private,Jagannath University,"NH-12, Chaksu Byepass, Tonk Road, JaipurTeshil-ChaksuJaipur, District nan, Rajasthan",303901,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_386,,,80,2
193.0,Private,Jagran Lakecity University,"Gram Panchayat Mugaliya ChhapTehsil Huzur, Bhopal, District nan, Madhya Pradesh",462044,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_387,,,80,2
194.0,Private,Jai Minesh Adivasi University,"In front of IIIT, Ranpur, Kota, District nan, Rajasthan",325003,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_388,,,80,2
195.0,Private,Jaipur National University,"Jaipur-Agra BypassNear New RTO office, JaipurJagatpura, District nan, Rajasthan",,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_389,,,80,2
196.0,Private,Jayoti Vidyapeet Women's University,"Vedaant Gyan Valley Village age Jharna Mahila-Jobner Line RoadJabner, Jaipur-Ajmer Express Way, Jaipur, District nan, Rajasthan",303007,Rajasthan,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_390,,,80,2
197.0,Private,Jaypee University,"Aligarh Road, Anoopshahr, District rict- Bulandshahr, Uttar Pradesh, IndiaDist. Bulandshahar, District nan",203390,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_391,,,80,2
198.0,Private,Jaypee University of Engineering & Technology,"Raghogarh, Guna MPRaghogarhDistt, Guna, District nan, Madhya Pradesh",473226,Madhya Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_392,,,80,2
199.0,Private,Jaypee University of Information Technology,"District t. Solan, District nan, Himachal Pradesh",173234,Himachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_393,,,80,2
200.0,Private,Jeppiaar University,"Rajiv Gandhi Salai, Chennai, District nan, Tamil Nadu",600119,Tamil Nadu,2(f),Private Uni.csv,,,,,,,,,,Private_394,,,80,2
201.0,Private,Jharkhand Rai University,"Raja Ulatu, Namkum, Ranchi, JharkhandRatu RoadRanchi, District nan",834010,Jharkhand,2(f),Private Uni.csv,,,,,,,,,,Private_395,,,80,2
202.0,Private,Jigyasa University ( Formerly name Himgiri Zee University),"Post Office Sherpur, Chakrata Road, Dehradun, District nan, Uttarakhand",248197,Uttarakhand,2(f),Private Uni.csv,,,,,,,,,,Private_396,,,80,2
203.0,Private,JIS University,"81, Nilgunj Road, Agarpara, KolkataDistrict North 24 Parganas, District nan, West Bengal",700109,West Bengal,2(f),Private Uni.csv,,,,,,,,,,Private_397,,,80,2
204.0,Private,JK Lakshmipat University,"Laliya Ka Vas Post Office Mahapura, Ajmer RoadJaipur, District nan, Rajasthan",302026,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_398,,,80,2
205.0,Private,Jodhpur National University,"Narnadi, Jhanwar Road, BoranadaJodhpur, District nan, Rajasthan",,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_399,,,80,2
206.0,Private,JSPM University,"Gut No. 7191 and 7192, Wagholi, Taluka uka, Haveli, District rict Pune, District nan, Maharashtra",412201,Maharashtra,2(f),Private Uni.csv,,,,,,,,,,Private_400,,,80,2
207.0,Private,JSS Science & Technology University,"JSS Science and Technology University, JSS Technical Institutions Campus, MysuruMysuru, District nan, Karnataka",570006,Karnataka,2(f),Private Uni.csv,,,,,,,,,,Private_401,,,80,2
208.0,Private,JSS University,"C-201, Sector-62, Noida, Gautam Budh Nagar, District nan, Uttar Pradesh",201301,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_402,,,80,2
209.0,Private,K K University,"Berauti, Nepura, Biharsharif, Nalanda, District nan",803115,Bihar,2(f),Private Uni.csv,,,,,,,,,,Private_403,,,80,2
210.0,Private,K. K. Modi University,"Village age Mehmara, JalbandhaRasmada Road, District t. - Durg, District nan, Chhattisgarh",491001,Chhattisgarh,2(f),Private Uni.csv,,,,,,,,,,Private_404,,,80,2
211.0,Private,K. N. University,"Smt. K. N. Patel International School, Near KNPIS Circle, Vodafone Tower Lane, Gota, Ahmedabad, District nan, Gujarat",382481,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_405,,,80,2
212.0,Private,K.M. (Krishna Mohan) University,"Pali Dungra, Sonkh Road, Mathura, District nan, Uttar Pradesh",281123,Uttar Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_406,,,80,2
213.0,Private,K.R. Mangalam University,"Sohna Road, Gurugram, District nan, Haryana",122103,Haryana,2(f),Private Uni.csv,,,,,,,,,,Private_407,,,80,2
214.0,Private,Kadi  Sarva Vishwavidyalaya,"LDRPITR Campus, Near Kh 5 Circle, Sector 15, GandhinagarSector 1523, Gandhinagar, District nan, Gujarat",382016,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_408,,,80,2
215.0,Private,Kalinga University,"Kotni, Near Mantralaya, Naya Raipur Chhattisgarh IndiaThasil Aarang, Naya Raipur, District nan",492101,Chhattisgarh,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_409,,,80,2
216.0,Private,Karnavati University,"907A, UvarsadGhandhinagar, District nan, Gujarat",382422,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_410,,,80,2
